bID,name,address,cord,numOfReview,rating,zipcode,cuisine
0S2kzVD9uAaU3ZwqYDPwPQ,Hakata Restaurant,"10876 NW Myhre Rd, Ste 108, Silverdale, WA 98383","47.66219278515094, -122.68698415952373",167,3.5,98383,japanese
0S44DHW394RexDqtFYMQLg,The Bristol,"2152 N Damen Ave, Chicago, IL 60647","41.92105, -87.67804",1172,4,60647,american
0SerWqGwzNWpTA2RBLVdUg,Sun Nong Dan,"3470 W 6th St, Ste 7, Los Angeles, CA 90020","34.0630836857803, -118.297481238021",1861,4,90020,chinese
0stUvaDK5l0bW7tGb7_hgQ,Fei Xiang Gong,"356 S Western Ave, Ste 203, Los Angeles, CA 90020","34.06737, -118.30892",38,4.5,90020,chinese
0sysI5YsQmBr198cwWv5qA,Gino's Italian Restaurant,"1701 S Mays St, Ste B, Round Rock, TX 78664","30.49525, -97.67536",429,4,78664,italian
0TePv4HKkxVirMSJffBpVw,Eat Time,"14400 Ambaum Blvd SW, Burien, WA 98166","47.47356, -122.34644",256,4.5,98166,chinese
0trONnT5XH95V5fFWiJH5Q,68 Degrees Kitchen,"2401 Lake Austin Blvd, Austin, TX 78703","30.27786, -97.7729",126,4,78703,italian
0v-RKxYMejB30CVDjU15_g,LOCAL Public Eatery,"404 Terry Ave N, Seattle, WA 98109","47.6222538, -122.3368959",417,4,98109,american
0VEE9H6OuGaswhC70tjKeQ,Beatrix - Chicago,"671 N St Clair St, Chicago, IL 60611","41.89439, -87.62261",961,4.5,60611,american
0vg2Z-HPwkyVVX613j2ysg,Peng's Noodle Folk,"1659 1st Ave, New York, NY 10028","40.77726, -73.94932",474,4.5,10028,chinese
0vRsHjV66oUDcszA8EWq0w,Kali Restaurant,"5722 Melrose Ave, Los Angeles, CA 90038","34.0833651, -118.3242882",633,4.5,90038,american
0WyRlH-fxOVLh1b3oEBEEQ,Urth Caffé- Downtown LA,"451 S Hewitt St, Los Angeles, CA 90013","34.041974, -118.235426",5473,4,90013,american
0Xlb9ZjXJa1I1Yxi1QTnVA,"Ashoka Indian Restaurant, Miami","295 NW 82nd Ave, Miami, FL 33126","25.7731504, -80.3283638",360,4.5,33126,chinese
0Xlb9ZjXJa1I1Yxi1QTnVA,"Ashoka Indian Restaurant, Miami","295 NW 82nd Ave, Miami, FL 33126","25.7731504, -80.3283638",360,4.5,33126,indian
0Xlb9ZjXJa1I1Yxi1QTnVA,"Ashoka Indian Restaurant, Miami","295 NW 82nd Ave, Miami, FL 33126","25.7731504, -80.3283638",360,4.5,33126,american
0YhErCv650yvmOv1aquj5A,Reunion Malaysian Cafe + Kitchen,"339 Kirkland Ave, Kirkland, WA 98033","47.67528, -122.20195",205,4,98033,chinese
0yMlU3xbdawYFXmjNc0dhw,The Harrow New York,"720 10th Ave, New York, NY 10019","40.76419, -73.99182",229,4.5,10019,american
0ynqOsAyiBYICzVKdoFNiA,Biryani Pot,"12407 N Mopac Expy, Austin, TX 78758","30.4173473291721, -97.7040982828728",390,3.5,78758,indian
0yUf9lnUTvCkKxoUN7pT7g,Pak Sweets & Bakery,"2426 W Devon Ave, Chicago, IL 60659","41.9977659, -87.6885465",39,4.5,60659,indian
0z01cdjtl54ksjzKUMgd_w,Shintaro Sushi,"1900 N Highland Ave, Ste 5, Los Angeles, CA 90068","34.10551, -118.33701",523,4,90068,japanese
0zOQ6gbOERAi-FoeM4fAig,La Rustica,"4100 Beach Dr SW, Seattle, WA 98116","47.5674, -122.40933",447,4,98116,italian
0zxyLKLp408CevWUpf5ziQ,Chef Arango Indian Restaurant,"4506 W Pico Blvd, Los Angeles, CA 90019","34.048292, -118.333896",83,4.5,90019,indian
0zyWCjmU4q3D2YJzJUULqA,Gourmet Noodle Bowl,"707 8th Ave S, Seattle, WA 98104","47.596333913119665, -122.32275364110458",471,4,98104,chinese
1_pK5aQ47atF50oAKHADhA,Indian Accent,"123 W 56th St, New York, NY 10019","40.7643344624229, -73.9787312885132",612,4.5,10019,indian
1_snyhjeEuI70cozQW0fzA,Rutt's Hawaiian Cafe,"11707 Washington Pl, Los Angeles, CA 90066","34.0044256926496, -118.421607055397",1839,4,90066,japanese
1-0Jhx0QpzPk9cGcMYRUDA,Halal Bros,"2712 Guadalupe St, Austin, TX 78705","30.29252, -97.74165",629,4,78705,indian
1-lgvJoVYrbywrf6kMYsvg,Beijing Bistro,"3420 B Fm 967, Ste B-110, Buda, TX 78610","30.0969313, -97.878575",109,3.5,78610,chinese
1-UHR3k1DsVL06idIOGHOA,CVI.CHE 105,"1245 Lincoln Rd, Miami Beach, FL 33139","25.7906464, -80.1422583",2150,4.5,33139,chinese
1-UHR3k1DsVL06idIOGHOA,CVI.CHE 105,"1245 Lincoln Rd, Miami Beach, FL 33139","25.7906464, -80.1422583",2150,4.5,33139,american
1-WToB8DgyCljgukdaxUsw,Pho Saigon Noodle House,"10901 N Lamar Blvd, Ste A108, Austin, TX 78753","30.3780509244419, -97.6873283075485",759,4,78753,chinese
11_xlt0Sn2tlclHwf_Gd9A,Eduardo's Enoteca,"1212 N Dearborn St, Chicago, IL 60610","41.90439, -87.63043",399,4,60610,italian
11855kAfayv4GH6DgGwvkQ,Sushi Joon,"5503 N Lincoln Ave, Chicago, IL 60625","41.9815602, -87.6925329",270,5,60625,japanese
11CNGukK207Mnz34FObMlA,Planta Queen - Coconut Grove,"3015 Grand Ave, Ste 201, Coconut Grove, FL 33133","25.728988293597126, -80.241974",149,4.5,33133,japanese
11CNGukK207Mnz34FObMlA,Planta Queen - Coconut Grove,"3015 Grand Ave, Ste 201, Coconut Grove, FL 33133","25.728988293597126, -80.241974",149,4.5,33133,american
11v7NF8OKBPeU5gi1qvYHg,Toscana Aboard Oceania Marina,"8300 NW 33rd St, Oceania Cruises, Miami, FL 33122","25.8032703, -80.3314896",2,5,33122,italian
12A8R79fLA7ZF8abEYWTZA,Sushi Fever,"905 E Whitestone Blvd, Ste F, Cedar Park, TX 78613","30.5253156492702, -97.8201266830811",622,4.5,78613,japanese
12l72TSd1kQUVyT94yOnMQ,Chargha House,"5571 Sepulveda Blvd, Culver City, CA 90230","33.9910275, -118.3953749",288,4,90230,indian
13J4fyr8E_tAmzxn0a4h1g,Teji’s Indian Restaurant,"8023 Burnet Rd, Austin, TX 78757","30.359126, -97.72952",4,3,78757,indian
14dFm81gm4Kb8C0nd7wcmQ,Doc B's Restaurant + Bar,"100 E Walton St, Chicago, IL 60611","41.900246, -87.625163",814,4.5,60611,italian
14dFm81gm4Kb8C0nd7wcmQ,Doc B's Restaurant + Bar,"100 E Walton St, Chicago, IL 60611","41.900246, -87.625163",814,4.5,60611,american
15k7iqFbhf4h8L01yggLqg,Song E Napule,"146 W Houston St, New York, NY 10012","40.72813, -74.00188",563,4.5,10012,italian
15R8rx9SHKNVYBwgAuTyGA,Sushi Ginza Onodera,"461 5th Ave, New York, NY 10017","40.7523399, -73.98151",199,4.5,10017,japanese
15svH3HiVDwHMSIlRYpk6A,Ashoka Indian Restaurant,"489 Columbus Ave, New York, NY 10024","40.78477, -73.973027",286,4.5,10024,indian
16ZnHpuaaBt92XWeJHCC5A,Olio e Piú,"3 Greenwich Ave, New York City, NY 10014","40.733798036104304, -73.99977392649927",2780,4.5,10014,italian
17EshTjFVV-zvkx2VoQCkA,Shawn O'Donnell's American Grill & Irish Pub,"3601 Fremont Ave N, Seattle, WA 98103","47.65169, -122.35031",143,4.5,98103,american
17lU7tX9Gu9R0F_HNUjiKA,Posse East,"2900 Duval St, Austin, TX 78705","30.29142, -97.73465",119,4,78705,american
188wknNWyKehWwja0oXA7A,Samurai,"8717 SW 136th St, Pinecrest, FL 33176","25.644629, -80.334669",572,3.5,33176,japanese
19RsZR7lPGpFEy2NfD8JSA,Willmott's Ghost,"2100 6th Ave, Seattle, WA 98121","47.61547, -122.33962",113,3.5,98121,italian
1bEFouiXiNo3I6vslUdZKA,Sasabune Glendale,"101 N Brand Blvd, Ste 220, Glendale, CA 91203","34.1467089188584, -118.255266031214",308,4.5,91203,japanese
1bs4xVpYgNrSjmbpwt3sGA,Fellow,"1071 Glendon Ave, Los Angeles, CA 90024","34.061216, -118.444541",264,4.5,90024,american
1Cn3-IpZafcpHBefzY7_lw,Bep Viet,"1700 W Parmer Ln, Ste 100, Hana Market Food Court, Austin, TX 78727","30.412541578509554, -97.68686804665869",29,4.5,78727,japanese
1Dd8Djc7bKxMsvSB4WtaVA,Lucia Pizzeria,"8755 SW 72nd St, Miami, FL 33173","25.702718, -80.335314",187,4.5,33173,italian
1dFOF1HPaThSCsdiqR7DrA,Land of Plenty,"204E 58th St, New York, NY 10022","40.76063, -73.96664",338,3.5,10022,chinese
1doQdXZFVfOspwm37v5x5A,Russo's New York Pizzeria,"18816 Limestone Commercial Dr, Ste 500, Pflugerville, TX 78660","30.469089, -97.596101",515,3,78660,italian
1dZpHnoSClFakcC-5nmy3g,Bombay Street Food,"13755 Research Blvd, Austin, TX 78729","30.46196998464272, -97.79344255533054",38,4,78729,indian
1e2xUWqt4YeoWhCKFqpDsg,Hakata Izakaya HERO,"1929 Westwood Blvd, West Los Angeles, CA 90025","34.0476088109, -118.435117508",64,4.5,90025,japanese
1EJ40yHer69KAMqcoRO2Lw,Minty Z,"3206 Grand Ave, Miami, FL 33133","25.727853504730987, -80.24543064232857",161,5,33133,chinese
1EJ40yHer69KAMqcoRO2Lw,Minty Z,"3206 Grand Ave, Miami, FL 33133","25.727853504730987, -80.24543064232857",161,5,33133,japanese
1EMNJAZpx5tKT5DkzCtQgw,23rd Street Cafe,"936 W 23rd St, Los Angeles, CA 90007","34.0339369301652, -118.280889987946",449,4,90007,indian
1Eq16r_MSnvPsnIykBdy9w,Home Slice Pizza,"1415 S Congress St, Austin, TX 78704","30.2492, -97.74943",3941,4.5,78704,italian
1F0Msl92xYTctkifFYwVCQ,LIC Grill Indian and American Cuisine,"39-44 21st Street, Long Island City, NY 11101","40.755609, -73.941215",26,4.5,11101,indian
1fuI_Nki75ddxnG9WoI_Vg,Lulu,"3105 Commodore Plz, Coconut Grove, FL 33133","25.726985, -80.243685",1083,4,33133,american
1g0N_c_9zFCdnYDViKnZAA,Trattoria Bella Roma SPQR,"1509 S Robertson Blvd, Los Angeles, CA 90035","34.0519288866392, -118.384493526285",540,4.5,90035,italian
1G3e5PV9r1W0WR7QBsgsJg,Berries In the Grove,"2884 SW 27th Ave, Miami, FL 33133","25.7382732, -80.2379399",761,3.5,33133,american
1Gg16kUQ7bbJ3IHa_u1NXQ,Homestead on the Roof,"1924 W Chicago Ave, Chicago, IL 60622","41.896157, -87.675662",334,4,60622,american
1GiybV2faVpTt1zw13CzLA,Rangoli,"2421 W North Ave, Chicago, IL 60647","41.910198, -87.68809",651,4,60647,indian
1GYKkZm14lZZHdvFkAtSXw,Intermezzo Carmine,"409 1st Ave S, Seattle, WA 98104","47.5988331, -122.3342651",240,4.5,98104,italian
1GzOgWB1ENBn2TZB87OqyA,Kabuki Japanese Restaurant,"2473 N Clark St, Chicago, IL 60614","41.9275587, -87.6414668",185,3.5,60614,japanese
1h8-r9cLeXxW99HhlRUnlA,CVI.CHE 105,"105 NE 3rd Ave, Miami, FL 33132","25.775383, -80.1884004",4213,4.5,33132,chinese
1h8-r9cLeXxW99HhlRUnlA,CVI.CHE 105,"105 NE 3rd Ave, Miami, FL 33132","25.775383, -80.1884004",4213,4.5,33132,japanese
1hJEqPHe65oJmO6scIKvKA,Tumble 22 Chicken Joint,"7211 Burnet Rd, Austin, TX 78757","30.347971, -97.735312",923,4,78757,american
1hJYOI26FjCQ-Ce6iKAvug,Cafecito,"7 N Wells, Chicago, IL 60606","41.882416, -87.633641",1985,4.5,60606,american
1hZJWzpYgUpOMkmGZAewsg,Topo Gigio Ristorante,"1516 N Wells St, Chicago, IL 60610","41.9096594975818, -87.6348415912861",978,4,60610,italian
1IGFIOIXXFtTFuq3-UQ30A,Abhiruchi Grill,"10823 Venice Blvd, Los Angeles, CA 90034","34.017560584634, -118.409350866608",225,4.5,90034,indian
1j34DmPn9hzjY78m-S8FRA,Sushi Kappo Tamura,"2968 Eastlake Ave E, Seattle, WA 98102","47.648602, -122.323398",513,4,98102,japanese
1jAB_uaI8-P_wSqOo2S3KQ,Mazu Szechuan,"495 3rd Ave, New York, NY 10016","40.745234, -73.97812",70,4.5,10016,chinese
1JNEiKSh5B1w-UMOJyG96w,LOTUS CHINESE,"11501 Rock Rose Ave, Ste 152, Austin, TX 78758","30.401074, -97.722614",191,4,78758,chinese
1KGvtMU7VBcdlvxo2brdQg,Clove Indian Restaurant & Bar,"1592 Amsterdam Ave, New York, NY 10031","40.8212624, -73.9506836",298,4,10031,indian
1kltyyJOETOpxkFa1sBdgQ,Aoki Sushi & Grill,"621 Broadway E, Seattle, WA 98102","47.6249214, -122.3211427",58,5,98102,japanese
1kqAUNH6rDOMc7KQfrnqjA,Anar Indian Restaurant,"1807 N Cahuenga Blvd, Los Angeles, CA 90028","34.10412, -118.330443",541,4,90028,indian
1LIptXhtDh58vAA-QPFL4w,Cask,"167 E 33rd St, New York, NY 10016","40.745414, -73.979004",1384,4,10016,american
1mb6fp_JRp4Y68GStJsGIQ,The Rooftop at The Wayfarer Downtown LA,"813 Flower St, Los Angeles, CA 90017","34.04712, -118.26073",301,3.5,90017,american
1mgAhLHRWJjJkJ2GbwrWUA,La Cocina de Consuelo,"4516 Burnet Rd, Austin, TX 78756","30.316091, -97.74143",379,4,78756,american
1miHaVZzM6G2SgcAXZ-08g,Miss Saigon Bistro,"148 Giralda Ave, Coral Gables, FL 33134","25.7512718439102, -80.2576891332865",294,3.5,33134,chinese
1miHaVZzM6G2SgcAXZ-08g,Miss Saigon Bistro,"148 Giralda Ave, Coral Gables, FL 33134","25.7512718439102, -80.2576891332865",294,3.5,33134,japanese
1noKWuAZ6hTG7FVmrw4Eow,Tulsi Indian Eatery,"408 S Main St, Los Angeles, CA 90013","34.047794, -118.247294",116,4.5,90013,indian
1NpVlW3O_vWQQy6cxLFhtA,Food Food,"2727 Exposition Blvd, Ste 112, Austin, TX 78703","30.303975, -97.763838",84,4,78703,italian
1OxudZ8tDf3bZ8TglJP9FQ,Mirch,"5664 N Lincoln Ave, Chicago, IL 60659","41.984296879426246, -87.6974112865675",25,4.5,60659,indian
1p4dUaLyzIhN5n1lJnHSgA,Bustan,"487 Amsterdam Ave, New York, NY 10024","40.7859082, -73.9759551",520,4,10024,american
1P7hewkNzMuHR5zlHaTF9A,Lahore Food & Grill,"2116 W Devon Ave, Chicago, IL 60659","41.9979876, -87.6833624",55,4,60659,indian
1Pcf9Ejpv1GGK1qVgit_OA,Spinzer Restaurant,"2331 W Devon Ave, Chicago, IL 60659","41.9974822998047, -87.6888961791992",71,3.5,60659,indian
1pqmGJjRzLBEwOwyNnY5KQ,YY Hot Pot,"1343 W 18th St, Chicago, IL 60608","41.85762, -87.6605",47,4.5,60608,chinese
1pU11zRkKeK042jguxbNDQ,Famous Kitchen,"1802 12th Ave NW, Ste C, Issaquah, WA 98027","47.550339, -122.0567",80,4,98027,chinese
1PXPK3Igro_DFh01go3y4A,Tropea Ristorante Italiano,"16156 NE 87th St, Redmond, WA 98052","47.680164, -122.123587",344,4,98052,italian
1Q7RL7Hc63wKa2A9ec3zXw,Il Porcellino,"59 W Hubbard, Chicago, IL 60654","41.8899224145895, -87.6302685404755",977,4.5,60654,italian
1Q7RL7Hc63wKa2A9ec3zXw,Il Porcellino,"59 W Hubbard, Chicago, IL 60654","41.8899224145895, -87.6302685404755",977,4.5,60654,american
1QFM4qeamPPFlwpg0S624g,Bombay Express,"13000 N Interstate 35, Austin, TX 78753","30.4111300877172, -97.67606989871",356,4,78753,indian
1QIE6_5eJzBIctAdkb0IBw,Crown of India Tandoori Restaurant,"6755 Santa Monica Blvd, Los Angeles, CA 90038","34.09097, -118.3376",773,4,90038,indian
1qOH0e9wlV-ZvRUkVE6qYA,Chianti Italian Restaurant,"7 Lakeshore Plz, Kirkland, WA 98033","47.6758150340735, -122.209285",78,3.5,98033,italian
1qwR64G3l8f0Nkm2P0JljQ,Tempura Endo,"9777 S Santa Monica Blvd, Beverly Hills, CA 90210","34.0675338307533, -118.409066943655",90,4,90210,japanese
1rE8sKp3fjLyYBgSpfvtPQ,Plant Based Sandwich,"4574 Beverly Blvd, Los Angeles, CA 90004","34.07612, -118.30875",2,5,90004,american
1rkgyfwzXG7qSdVZdfRt7g,Rocco's,"2312 2nd Ave, Seattle, WA 98121","47.6145745, -122.3459477",1569,4,98121,italian
1RYL0f8kFmwuvWNZVL2U6A,Shikara,"1620 75th St, Downers Grove, IL 60516","41.753138, -88.022064",196,4,60516,indian
1S31O0oQhfyH7_UM-AcZEA,The Sushi House,"11388 Ventura Blvd, Studio City, CA 91604","34.1395973199058, -118.378591033101",872,4,91604,japanese
1SgiWHlFN5mp5gNLSGx2Ww,Panna II Garden Indian Restaurant,"93 1st Ave, New York, NY 10003","40.72626, -73.9865",1078,3,10003,indian
1SwIxLbEbgummlW-N7JNYA,Uncle Bill's Cafe,"9610 Pines Blvd, Pembroke Pines, FL 33024","26.00745, -80.27437",19,4.5,33024,indian
1SZoOxG9LH60pDITDNn0sw,Olmstead,"314 Broadway E, Seattle, WA 98102","47.621564, -122.320628",108,4,98102,american
1TLoaB7SXJZo3W5f4OGm8w,Ayurveda Cafe,"706 Amsterdam Ave, New York, NY 10025","40.79305, -73.97132",337,4,10025,indian
1tMpdPr1YljthRsPfr8RcQ,Chaat House,"14725 NE 20th St, Bellevue, WA 98007","47.62754, -122.14369",439,3,98007,indian
1tU6k6-x0j3zTUErMvQg7w,Moghul Palace Indian Cuisine,"677 120th Ave NE, Ste 7A, Bellevue, WA 98005","47.6162172, -122.1807079",457,4,98005,indian
1u9ZlJF5txRS1KSQ6r8-RA,Izakaya Mi Young,"3680 Wilshire Blvd, Ste B03, Los Angeles, CA 90010","34.061319, -118.30627",70,4,90010,japanese
1uFRbr6B-BiNGtT90sdk0w,Community Tavern,"4038 N Milwaukee Ave, Chicago, IL 60641","41.9540099, -87.74883",480,4.5,60641,american
1Uk4agIEaxqS1zDkWCHZOw,Piola - Pinecrest,"11421 S Dixie Hwy, Miami, FL 33156","25.66375, -80.324121",213,4,33156,italian
1uqwWskpD_i2Icx0f9S8jg,Roti,"33 N Dearborn St, Chicago, IL 60602","41.882882956453976, -87.62895792188917",381,4,60602,indian
1UySapAIpFe7xjrHbgXerQ,Indian Clay Pot,"1804 W Irving Park Rd, Chicago, IL 60613","41.9543617, -87.6744497",207,4,60613,indian
1V_H3Kr_WlRS0NHBCT3fFQ,Urban Thai & Sushi,"660 W Hallandale Beach Blvd, Hallandale Beach, FL 33009","25.986026, -80.155304",638,4.5,33009,chinese
1vqr4x1-q7grL7ue6y3yIw,Deshi Food & Groceries,"3723 W 3rd St, Los Angeles, CA 90020","34.0691649, -118.2970383",67,3.5,90020,indian
1VVujesB-UmR_84B5CBiOA,Biscuits + Groovy - South,"1210 Barton Springs Rd, Austin, TX 78704","30.261005, -97.757362",249,4.5,78704,american
1W-VjakZMU-DbwH4C8stRw,Gino's Vino Osteria,"1400 E Old Settlers Blvd, Ste 200, Round Rock, TX 78664","30.538879, -97.669999",160,4.5,78664,italian
1wawnv6mzqatgA17pukdZw,Nakaji,"48 Bowery, New York, NY 10013","40.7157, -73.99663",41,4,10013,japanese
1x195MEeNE5lRHjdtd8I_w,Pi Vegan Pizzeria,"5301 Roosevelt Way NE, Seattle, WA 98105","47.667293, -122.317704",495,4.5,98105,indian
1yBl7rAXsGRKyv9XYUOKng,Il Bistro,"93 Pike St, Ste A, Seattle, WA 98101","47.6086724281015, -122.340207843732",647,4,98101,italian
1yBl7rAXsGRKyv9XYUOKng,Il Bistro,"93 Pike St, Ste A, Seattle, WA 98101","47.6086724281015, -122.340207843732",647,4,98101,american
1yC0bvHYjYYEN-p4Uojgqw,India's Curry Place,"311 N Virgil Ave, Los Angeles, CA 90004","34.0769176, -118.2869449",22,4,90004,indian
1zHk69PVFxwB2LEYCTfByQ,Grano Italian Restaurant & Wine Bar,"1028 E Huntington Dr, Duarte, CA 91010","34.138611, -117.983746",292,4.5,91010,italian
1ZKbUeFAs0ltSnAYq4ELKw,Trattoria L'incontro,"21-76 31st St, Astoria, NY 11105","40.77648209257472, -73.91059675544598",986,4.5,11105,italian
1zSVIPuo782GR81KsSOOkA,Copper Blues Rock Pub & Kitchen,"3450 NW 83rd Ave, Ste 224, Doral, FL 33122","25.80698237917181, -80.33106923190431",337,3.5,33122,american
20q-oWtQdB2tfFbAl_I9sQ,Umai,"730 S Clark St, Chicago, IL 60605","41.8722769939333, -87.6310924282417",938,4,60605,chinese
20q-oWtQdB2tfFbAl_I9sQ,Umai,"730 S Clark St, Chicago, IL 60605","41.8722769939333, -87.6310924282417",938,4,60605,japanese
211rXjlkE0br0OFwES6HWw,Black Point Ocean Grill,"24775 SW 87th Ave, Cutler Bay, FL 33032","25.539385691139877, -80.32810279592582",651,3.5,33032,american
22714mxj2e61k4xfjfqYHw,Sofi Restaurant,"616 S Dearborn St, Chicago, IL 60605","41.8738179, -87.6292004",395,4,60605,italian
22CRLIEfJWIO-8RjEiecAg,Akino,"82-80 Broadway, Elmhurst, NY 11373","40.741236, -73.881306",915,4.5,11373,japanese
22nKUyCIbpnzR6R3_g1ptQ,Carmine's Italian Restaurant - Times Square,"200 W 44th St, New York, NY 10036","40.75749, -73.98662",3780,4,10036,italian
22nKUyCIbpnzR6R3_g1ptQ,Carmine's Italian Restaurant - Times Square,"200 W 44th St, New York, NY 10036","40.75749, -73.98662",3780,4,10036,american
23Qrcz2i9e2e8MstUIIO0A,Yuko Kitchen,"5484 Wilshire Blvd, Los Angeles, CA 90036","34.0621807, -118.348153",1663,4.5,90036,chinese
23Qrcz2i9e2e8MstUIIO0A,Yuko Kitchen,"5484 Wilshire Blvd, Los Angeles, CA 90036","34.0621807, -118.348153",1663,4.5,90036,japanese
25fipMHUHLZTq0sVQINi5g,The Front Yard,"4222 Vineland Ave, North Hollywood, CA 91602","34.1452280992166, -118.369494542328",2524,4,91602,italian
25fipMHUHLZTq0sVQINi5g,The Front Yard,"4222 Vineland Ave, North Hollywood, CA 91602","34.1452280992166, -118.369494542328",2524,4,91602,japanese
25fipMHUHLZTq0sVQINi5g,The Front Yard,"4222 Vineland Ave, North Hollywood, CA 91602","34.1452280992166, -118.369494542328",2524,4,91602,american
26_cgPUmuiqhaiDIRQIB_Q,Chow One Korean Steakhouse,"8369 Pines Blvd, Pembroke Pines, FL 33024","26.00923, -80.25427",200,3.5,33024,chinese
26-hW_cejdlvbGpWjTqd9g,Calle 23 Miami,"230 Miracle Mile, Coral Gables, FL 33134","25.749329412866118, -80.25937422882636",112,4,33134,american
26AX3IYq2L_ZgUj7hFr9aQ,Mfk,"432 W Diversey Pkwy, Chicago, IL 60614","41.9329949, -87.64057",246,4,60614,japanese
26emJlm1YMFyOCezfgVk4g,Da Raffaele,"883 First Ave, New York, NY 10022","40.7535386913133, -73.9666010811925",196,4.5,10022,italian
26FRGIN7EWIBB19zWeejTQ,Sake House Miro,"809 S La Brea Ave, Los Angeles, CA 90036","34.0601827, -118.3449713",464,4,90036,japanese
26g46O1A-TxASRQhIZomaw,Cafe Oriental,"9800 SW 77th Ave Miami, Miami, FL 33156","25.67931, -80.31869",19,5,33156,japanese
26M6nFVuA4bvhU0TBZOuLg,Pierre Loti Midtown,"300 E 52nd St, New York, NY 10022","40.7558717456695, -73.9673550550069",326,4.5,10022,american
26Q_cHdRB4pXu-qv0sHtbA,Chaat N Roll,"3000 184th St SW, Ste 836, Lynnwood, WA 98037","47.8299542, -122.2725709",58,3,98037,indian
27cckuU8ONgwWKxf7fUW3g,Kitchen 17,"3132 N Broadway St, Chicago, IL 60657","41.9387532348521, -87.6448537381136",454,4,60657,american
27FZ6pNit3mbKA0MysZgaQ,Tatsumi Sushi,"2700 W Anderson Ln, Ste 212, Austin, TX 78757","30.359108, -97.734542",184,4.5,78757,japanese
28CNHYULci66pJAz-0_pOg,Cote,"16 W 22nd St, New York, NY 10010","40.741321394744844, -73.99130256661059",1107,4,10010,japanese
28RuK9yoG0k0LLGM7fqKQQ,Lin Asian Bar And Dim Sum,"1203 W 6th St, Austin, TX 78703","30.27281, -97.75799",684,4,78703,chinese
28RuK9yoG0k0LLGM7fqKQQ,Lin Asian Bar And Dim Sum,"1203 W 6th St, Austin, TX 78703","30.27281, -97.75799",684,4,78703,japanese
2A1N7YadOPARBUbA_E6c4Q,Empire Szechuan Gourmet,"3427 NE 163rd St, North Miami Beach, FL 33160","25.92923, -80.13563",108,3,33160,chinese
2aCbS18McYakCsrDecqlxw,Kanishka Cuisine of India,"16651 Redmond Way, Ste 180, Redmond, WA 98052","47.67244, -122.11767",934,3.5,98052,indian
2aILYZOWPxdlfqydJaYz_w,Tavolàta,"2323 2nd Ave, Seattle, WA 98121","47.6142640792683, -122.346668243408",1031,4,98121,italian
2Bg8Jfl2FvH1unmvxNS0dQ,Sik Gaek,"49-11 Roosevelt Ave, Woodside, NY 11377","40.743485, -73.9148356",579,4,11377,chinese
2BMIPI4DuXRoePeXbLs54w,Brasserie Brickell Key,"605 Brickell Key Dr, Miami, FL 33131","25.76713, -80.18548",67,4,33131,italian
2BVlhHVKhJcT8k4WUVnNxQ,New India Palace,"7257 Topanga Blvd, Canoga Park, CA 91303","34.20266955383704, -118.60620779322974",8,5,91303,indian
2cDt9At556hf146QH_XkhQ,Forno Rosso Pizzeria Napoletana,"1048 W Randolph St, Chicago, IL 60607","41.8845699, -87.65406",475,4.5,60607,italian
2cNmmr9yzdnNPppwExt9SQ,Eataly Los Angeles,"10250 Santa Monica Blvd, Los Angeles, CA 90067","34.059609, -118.419437",2225,3.5,90067,american
2D4YeUTn2GGtrcLoHSpvJQ,Himalayan Sherpa Kitchen,"2701 W Lawrence Ave, Chicago, IL 60625","41.9684590486762, -87.6963933333333",65,4.5,60625,indian
2Eb65gxIWorS9-ValJW9LQ,Steamies Dumplings - Lakeline Farmers Market,"11200 Lakeline Mall Dr, Cedar Park, TX 78613","30.468075, -97.807064",11,5,78613,chinese
2ec1aEtSYPL3rKTuweSxYA,107 Taste - Miami Lakes,"6705 Main St, Miami Lakes, FL 33014","25.9133462, -80.3097048",402,4.5,33014,chinese
2ec1aEtSYPL3rKTuweSxYA,107 Taste - Miami Lakes,"6705 Main St, Miami Lakes, FL 33014","25.9133462, -80.3097048",402,4.5,33014,japanese
2EnYyy0Vh8Ump4CRfdRx3g,Nic's on Beverly,"8265 Beverly Blvd, Los Angeles, CA 90048","34.07638, -118.3696",430,4.5,90048,american
2fAd-vLXu-8nKwyh423IuQ,Rollypop,"3446 Wilshire Blvd, Los Angeles, CA 90010","34.061478, -118.299443",105,4.5,90010,japanese
2fF8ioVqEoFE0ky_-NTIsg,Tomodachi Sushi,"4101 W Parmer Ln, Ste E, Austin, TX 78727","30.4254551351913, -97.7169332690769",805,4.5,78727,japanese
2fHBHPsyHljC9xj6f4Mfgg,Salvatore Ristorante,"6100 Roosevelt Way NE, Seattle, WA 98115","47.67307, -122.31706",218,4,98115,italian
